TARGET_CLASS,criterion,Coverage,Total_Goals,Covered_Goals
org.isf.accounting.manager.BillBrowserManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.14163857076900555,521,14
org.isf.accounting.manager.BillBrowserManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,521,0
org.isf.accounting.manager.BillBrowserManager,LINE;BRANCH;EXCEPTION;WEAKMUTATION;OUTPUT;METHOD;METHODNOEXCEPTION;CBRANCH,0.0,521,0
